source,reporting_date,date,country_iso,region_code,region_code_native,lat,long,gender,age,type,value
Switzerland,,2020-03-25,che,SH,Schaffhausen,47.71357,8.59167,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,SO,Solothurn,47.206649,7.516605,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,SZ,Schwyz,47.061787,8.756585000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,TG,Thurgau,47.55993,8.8998,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,TI,Ticino,46.009279,8.955575999999997,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,UR,Uri,46.880422,8.644409,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,VD,Vaud,46.5369,6.58478,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,VS,Valais,46.209567,7.604659,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,ZG,Zug,47.157296,8.537294000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-25,che,ZH,Zürich,47.451542,8.564572,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,AG,Aargau,47.449406,8.327494999999999,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,BE,Bern,46.916667,7.466667,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,BL,Baselland,47.482779,7.742975,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,FR,Fribourg,46.718391,7.074008,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,GE,Genève,46.195602,6.148113,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,GL,Glarus,47.04057,9.068036,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,GR,Graubünden,46.796756,10.305946,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,JU,Jura,47.350744,7.156107,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,LU,Luzern,47.083333,8.266667,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,NE,Neuchatel,46.995534,6.780125999999999,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,NW,Nidwalden,46.95805,8.36609,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,OW,Obwalden,46.898509,8.250681,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,SG,St.Gallen,47.43162,9.39845,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,SH,Schaffhausen,47.71357,8.59167,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,SO,Solothurn,47.206649,7.516605,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,SZ,Schwyz,47.061787,8.756585000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,TG,Thurgau,47.55993,8.8998,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,TI,Ticino,46.009279,8.955575999999997,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,UR,Uri,46.880422,8.644409,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,VD,Vaud,46.5369,6.58478,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,VS,Valais,46.209567,7.604659,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,ZG,Zug,47.157296,8.537294000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-26,che,ZH,Zürich,47.451542,8.564572,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,AG,Aargau,47.449406,8.327494999999999,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,BE,Bern,46.916667,7.466667,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,BL,Baselland,47.482779,7.742975,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,FR,Fribourg,46.718391,7.074008,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,GE,Genève,46.195602,6.148113,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,GL,Glarus,47.04057,9.068036,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,GR,Graubünden,46.796756,10.305946,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,JU,Jura,47.350744,7.156107,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,LU,Luzern,47.083333,8.266667,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,NE,Neuchatel,46.995534,6.780125999999999,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,NW,Nidwalden,46.95805,8.36609,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,OW,Obwalden,46.898509,8.250681,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,SG,St.Gallen,47.43162,9.39845,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,SH,Schaffhausen,47.71357,8.59167,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,SO,Solothurn,47.206649,7.516605,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,SZ,Schwyz,47.061787,8.756585000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,TG,Thurgau,47.55993,8.8998,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,TI,Ticino,46.009279,8.955575999999997,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,UR,Uri,46.880422,8.644409,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,VD,Vaud,46.5369,6.58478,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,VS,Valais,46.209567,7.604659,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,ZG,Zug,47.157296,8.537294000000001,,,hospitalized_with_symptoms,
Switzerland,,2020-03-27,che,ZH,Zürich,47.451542,8.564572,,,hospitalized_with_symptoms,
Switzerland,,2020-03-06,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-06,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-06,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-06,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-06,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-06,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-06,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-06,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-06,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-06,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-06,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-06,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-06,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-06,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-06,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-06,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-06,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-06,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-06,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-06,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-06,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-06,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-06,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-06,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-06,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-06,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-07,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-07,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-07,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-07,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-07,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-07,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-07,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-07,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-07,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-07,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-07,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-07,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-07,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-07,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-07,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-07,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-07,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-07,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-07,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-07,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-07,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-07,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-07,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-07,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-07,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-07,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-08,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-08,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-08,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-08,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-08,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-08,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-08,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-08,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-08,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-08,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-08,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-08,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-08,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-08,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-08,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-08,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-08,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-08,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-08,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-08,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-08,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-08,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-08,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-08,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-08,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-08,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-09,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-09,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-09,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-09,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-09,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-09,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-09,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-09,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-09,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-09,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-09,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-09,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-09,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-09,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-09,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-09,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-09,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-09,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-09,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-09,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-09,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-09,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-09,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-09,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-09,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-09,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-10,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-10,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-10,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-10,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-10,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-10,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-10,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-10,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-10,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-10,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-10,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-10,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-10,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-10,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-10,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-10,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-10,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-10,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-10,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-10,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-10,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-10,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-10,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-10,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-10,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-10,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-11,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-11,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-11,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-11,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-11,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-11,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-11,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-11,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-11,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-11,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-11,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-11,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-11,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-11,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-11,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-11,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-11,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-11,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-11,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-11,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-11,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-11,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-11,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-11,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-11,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-11,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-12,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-12,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-12,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-12,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-12,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-12,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-12,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-12,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-12,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-12,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-12,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-12,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-12,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-12,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-12,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-12,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-12,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-12,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-12,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-12,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-12,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-12,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-12,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-12,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-12,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-12,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-13,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-13,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-13,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-13,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-13,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-13,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-13,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-13,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-13,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-13,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-13,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-13,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-13,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-13,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-13,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-13,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-13,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-13,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-13,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-13,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-13,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-13,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-13,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-13,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-13,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-13,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-14,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-14,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-14,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-14,che,BE,Bern,46.916667,7.466667,,,intensive_care,
Switzerland,,2020-03-14,che,BL,Baselland,47.482779,7.742975,,,intensive_care,
Switzerland,,2020-03-14,che,BS,Basel-Stadt,47.558395,7.573271000000001,,,intensive_care,
Switzerland,,2020-03-14,che,FR,Fribourg,46.718391,7.074008,,,intensive_care,
Switzerland,,2020-03-14,che,GE,Genève,46.195602,6.148113,,,intensive_care,
Switzerland,,2020-03-14,che,GL,Glarus,47.04057,9.068036,,,intensive_care,
Switzerland,,2020-03-14,che,GR,Graubünden,46.796756,10.305946,,,intensive_care,
Switzerland,,2020-03-14,che,JU,Jura,47.350744,7.156107,,,intensive_care,
Switzerland,,2020-03-14,che,LU,Luzern,47.083333,8.266667,,,intensive_care,
Switzerland,,2020-03-14,che,NE,Neuchatel,46.995534,6.780125999999999,,,intensive_care,
Switzerland,,2020-03-14,che,NW,Nidwalden,46.95805,8.36609,,,intensive_care,
Switzerland,,2020-03-14,che,OW,Obwalden,46.898509,8.250681,,,intensive_care,
Switzerland,,2020-03-14,che,SG,St.Gallen,47.43162,9.39845,,,intensive_care,
Switzerland,,2020-03-14,che,SH,Schaffhausen,47.71357,8.59167,,,intensive_care,
Switzerland,,2020-03-14,che,SO,Solothurn,47.206649,7.516605,,,intensive_care,
Switzerland,,2020-03-14,che,SZ,Schwyz,47.061787,8.756585000000001,,,intensive_care,
Switzerland,,2020-03-14,che,TG,Thurgau,47.55993,8.8998,,,intensive_care,
Switzerland,,2020-03-14,che,TI,Ticino,46.009279,8.955575999999997,,,intensive_care,
Switzerland,,2020-03-14,che,UR,Uri,46.880422,8.644409,,,intensive_care,
Switzerland,,2020-03-14,che,VD,Vaud,46.5369,6.58478,,,intensive_care,
Switzerland,,2020-03-14,che,VS,Valais,46.209567,7.604659,,,intensive_care,
Switzerland,,2020-03-14,che,ZG,Zug,47.157296,8.537294000000001,,,intensive_care,
Switzerland,,2020-03-14,che,ZH,Zürich,47.451542,8.564572,,,intensive_care,
Switzerland,,2020-03-15,che,AG,Aargau,47.449406,8.327494999999999,,,intensive_care,
Switzerland,,2020-03-15,che,AI,Appenzell Innerrhoden,47.328414,9.409647,,,intensive_care,
Switzerland,,2020-03-15,che,AR,Appenzell Ausserrhoden,47.38271,9.27186,,,intensive_care,
Switzerland,,2020-03-15,che,BE,Bern,46.916667,7.466667,,,intensive_care,
